,topic,word,unithood,p,x
5411,54,error,0.6931471805599453,0.01271798089146614,0.008815432597335015
5413,54,parameter,0.6931471805599453,0.01158874947577715,0.008032709025350474
5414,54,detector,0.6931471805599453,0.011489941738545895,0.007964220720871122
5415,54,current,0.6931471805599453,0.010078403167426586,0.0069858167400481605
5500,55,phase,0.6931471805599453,0.12059257179498672,0.08358840113616783
5501,55,temperature,0.6931471805599453,0.0918571949005127,0.06367055565943576
5502,55,transition,0.6931471805599453,0.07039139419794083,0.04879159642398637
5503,55,potential,0.6931471805599453,0.04572971910238266,0.03169742586361481
5504,55,density,0.6931471805599453,0.04287675768136978,0.02971990369839344
5505,55,chemical,0.6931471805599453,0.038501299917697906,0.026687067485845158
5506,55,finite,0.6931471805599453,0.035223133862018585,0.02441481592694372
5508,55,finite temperature,1.0986122886681098,0.022028179839253426,0.02420042906839492
5507,55,matter,0.6931471805599453,0.02538864128291607,0.017598065123501105
5511,55,chemical potential,1.0986122886681098,0.012961792759597301,0.014239984808862925
5509,55,critical,0.6931471805599453,0.01955926977097988,0.013557452695566071
5510,55,high,0.6931471805599453,0.013812195509672165,0.009573884374871998
5512,55,thermal,0.6931471805599453,0.012948076240718365,0.00897492253992915
5513,55,order,0.6931471805599453,0.011987945064902306,0.008309410322444543
5520,55,first order,1.0986122886681098,0.00751647399738431,0.008257690700980713
5600,56,mass,0.6931471805599453,0.14555838704109192,0.10089338558438614
5601,56,baryon,0.6931471805599453,0.05425242334604263,0.037604914280854
5602,56,decay,0.6931471805599453,0.049545176327228546,0.034342099281563815
5603,56,scalar,0.6931471805599453,0.031631991267204285,0.021925625562359462
5604,56,beta,0.6931471805599453,0.031229035928845406,0.021646318205684426
5610,56,double beta decay,1.3862943611198906,0.014011864550411701,0.019424568815011433
5605,56,double,0.6931471805599453,0.02674158290028572,0.01853585279104309
5607,56,double beta,1.0986122886681098,0.016338014975190163,0.017949144024187517
5606,56,scale,0.6931471805599453,0.02174127660691738,0.015069904581858676
5608,56,light,0.6931471805599453,0.015312311239540577,0.010613685363543911
5609,56,neutrinoless,0.6931471805599453,0.014982620254158974,0.010385160986570623
5611,56,effective,0.6931471805599453,0.013242587447166443,0.009179062152321943
5612,56,glueball,0.6931471805599453,0.012931212782859802,0.008963233681659995
5613,56,gev,0.6931471805599453,0.012180251069366932,0.008442706687243947
5614,56,hierarchy,0.6931471805599453,0.011246128007769585,0.007795221920801722
5700,57,chiral,0.6931471805599453,0.10402557253837585,0.07210503231110929
