ngram,count,unithood,len
world-volume theory,34,0.00028732936780550563,19
three-dimensional gauge,34,0.00028732936780550563,23
analytic formulae,34,0.00028732936780550563,17
wzw models,34,0.00028732936780550563,10
cern isr,34,0.00028732936780550563,8
time-like region,34,0.00028732936780550563,16
ads_3 \times,34,0.00028732936780550563,12
general principles,34,0.00028732936780550563,18
susy qcd,34,0.00028732936780550563,8
gravitational backgrounds,34,0.00028732936780550563,25
reno,53,0.0002825907736129008,4
sme,53,0.0002825907736129008,3
htl,53,0.0002825907736129008,3
hl,53,0.0002825907736129008,2
grbs,53,0.0002825907736129008,4
induction,53,0.0002825907736129008,9
survive,53,0.0002825907736129008,7
metropolis,53,0.0002825907736129008,10
/su,53,0.0002825907736129008,3
pseudovector,53,0.0002825907736129008,12
viz,53,0.0002825907736129008,3
epsilon-prime,53,0.0002825907736129008,13
d5-brane,53,0.0002825907736129008,8
d4,53,0.0002825907736129008,2
spring,53,0.0002825907736129008,6
m_u,53,0.0002825907736129008,3
world-line,53,0.0002825907736129008,10
stu,53,0.0002825907736129008,3
riemann-hilbert,53,0.0002825907736129008,15
graceful,53,0.0002825907736129008,8
corrected,53,0.0002825907736129008,9
multi-instanton,53,0.0002825907736129008,15
b-physics,53,0.0002825907736129008,9
invertible,53,0.0002825907736129008,10
september,53,0.0002825907736129008,9
q\,53,0.0002825907736129008,2
results.the,53,0.0002825907736129008,11
wh,53,0.0002825907736129008,2
fierz-pauli,53,0.0002825907736129008,11
gibbons-hawking,53,0.0002825907736129008,15
einstein-cartan,53,0.0002825907736129008,15
one-matrix,53,0.0002825907736129008,10
navier-stokes,53,0.0002825907736129008,13
minimum-bias,53,0.0002825907736129008,12
d1-d5,53,0.0002825907736129008,5
glasma,53,0.0002825907736129008,6
focusing,53,0.0002825907736129008,8
semi-analytical,53,0.0002825907736129008,15
zumino,53,0.0002825907736129008,6
k-matrix,53,0.0002825907736129008,8
plasmon,53,0.0002825907736129008,7
synthesis,53,0.0002825907736129008,9
2+1-dimensional,53,0.0002825907736129008,15
ktev,53,0.0002825907736129008,4
mev/c2,53,0.0002825907736129008,6
belong,53,0.0002825907736129008,6
fission,53,0.0002825907736129008,7
up-down,53,0.0002825907736129008,7
reconnection,53,0.0002825907736129008,12
singleton,53,0.0002825907736129008,9
cast,53,0.0002825907736129008,4
film,53,0.0002825907736129008,4
\mu_b,53,0.0002825907736129008,5
lepton-,53,0.0002825907736129008,7
gmsb,53,0.0002825907736129008,4
d^0\to,53,0.0002825907736129008,6
row,53,0.0002825907736129008,3
specified,53,0.0002825907736129008,9
rank-2,53,0.0002825907736129008,6
monte-carlo simulation,33,0.00027887850404652016,22
born cross,33,0.00027887850404652016,10
neutrino emission,33,0.00027887850404652016,17
two-dimensional space,33,0.00027887850404652016,21
pulse shape,33,0.00027887850404652016,11
one-loop effects,33,0.00027887850404652016,16
quantized field,33,0.00027887850404652016,15
minimal gauge,33,0.00027887850404652016,13
large time,33,0.00027887850404652016,10
chiral algebras,33,0.00027887850404652016,15
flat friedmann-robertson-walker,33,0.00027887850404652016,31
spacetime symmetries,33,0.00027887850404652016,20
pauli exclusion,33,0.00027887850404652016,15
hawking-page phase,33,0.00027887850404652016,18
translational symmetry,33,0.00027887850404652016,22
broad resonance,33,0.00027887850404652016,15
natural supersymmetry,33,0.00027887850404652016,21
chern-simons-matter theories,33,0.00027887850404652016,28
riemann curvature,33,0.00027887850404652016,17
high scales,33,0.00027887850404652016,11
> hadrons,33,0.00027887850404652016,9
hadronic resonances,33,0.00027887850404652016,19
einstein-maxwell equations,33,0.00027887850404652016,26
electromagnetic duality,33,0.00027887850404652016,23
asymptotic charges,33,0.00027887850404652016,18
seiberg-witten curves,33,0.00027887850404652016,21
minimal scenario,33,0.00027887850404652016,16
inclusive semileptonic,33,0.00027887850404652016,22
dual parton,33,0.00027887850404652016,11
isolated photons,33,0.00027887850404652016,16
different couplings,33,0.00027887850404652016,19
new structure,33,0.00027887850404652016,13
nonleptonic decay,33,0.00027887850404652016,17
conformal limit,33,0.00027887850404652016,15
perfect fluids,33,0.00027887850404652016,14
soft pomeron,33,0.00027887850404652016,12
flat connection,33,0.00027887850404652016,15
two-loop contribution,33,0.00027887850404652016,21
electromagnetic background,33,0.00027887850404652016,26
geometric formulation,33,0.00027887850404652016,21
direct application,33,0.00027887850404652016,18
relative sign,33,0.00027887850404652016,13
quantum action,33,0.00027887850404652016,14
flavour symmetries,33,0.00027887850404652016,18
universe cosmology,33,0.00027887850404652016,18
heavy-quark mass,33,0.00027887850404652016,16
new observables,33,0.00027887850404652016,15
global charge,33,0.00027887850404652016,13
additive quark,33,0.00027887850404652016,14
two-photon decay,33,0.00027887850404652016,16
coleman-weinberg mechanism,33,0.00027887850404652016,26
various extensions,33,0.00027887850404652016,18
temporal direction,33,0.00027887850404652016,18
analytical formulas,33,0.00027887850404652016,19
new opportunities,33,0.00027887850404652016,17
fermionic determinant,33,0.00027887850404652016,21
stochastic vacuum,33,0.00027887850404652016,17
cp symmetry,33,0.00027887850404652016,11
underlying structure,33,0.00027887850404652016,20
exceptional lie,33,0.00027887850404652016,15
unitarity violation,33,0.00027887850404652016,19
fermi liquid,33,0.00027887850404652016,12
simple group,33,0.00027887850404652016,12
narrow state,33,0.00027887850404652016,12
brief description,33,0.00027887850404652016,17
spin-2 field,33,0.00027887850404652016,12
new constraint,33,0.00027887850404652016,14
powerful probe,33,0.00027887850404652016,14
primordial inflation,33,0.00027887850404652016,20
optical conductivity,33,0.00027887850404652016,20
equal time,33,0.00027887850404652016,10
independent determination,33,0.00027887850404652016,25
higgs search,33,0.00027887850404652016,12
tree amplitude,33,0.00027887850404652016,14
two-loop renormalization,33,0.00027887850404652016,24
significant constraints,33,0.00027887850404652016,23
further test,33,0.00027887850404652016,12
constant dilaton,33,0.00027887850404652016,16
generalized geometry,33,0.00027887850404652016,20
theta term,33,0.00027887850404652016,10
parallel transport,33,0.00027887850404652016,18
gauge model,33,0.00027887850404652016,11
hard partons,33,0.00027887850404652016,12
low-energy gauge,33,0.00027887850404652016,16
modified theories,33,0.00027887850404652016,17
fermi-lat data,33,0.00027887850404652016,14
axial u,33,0.00027887850404652016,7
ultraviolet cutoff,33,0.00027887850404652016,18
four-dimensional string,33,0.00027887850404652016,23
weak equivalence,33,0.00027887850404652016,16
dynamical simulations,33,0.00027887850404652016,21
extended supergravity,33,0.00027887850404652016,21
atiyah-singer index,33,0.00027887850404652016,19
chiral currents,33,0.00027887850404652016,15
different approach,33,0.00027887850404652016,18
non-zero baryon,33,0.00027887850404652016,15
unstable particle,33,0.00027887850404652016,17
functional renormalisation,33,0.00027887850404652016,26
theoretical tools,33,0.00027887850404652016,17
restricted class,33,0.00027887850404652016,16
dirac-born-infeld action,33,0.00027887850404652016,24
five-dimensional theory,33,0.00027887850404652016,23
light-cone wave,33,0.00027887850404652016,15
future cmb,33,0.00027887850404652016,10
radiative processes,33,0.00027887850404652016,19
different formulations,33,0.00027887850404652016,22
strong laser,33,0.00027887850404652016,12
neutrino species,33,0.00027887850404652016,16
random walks,33,0.00027887850404652016,12
future directions,33,0.00027887850404652016,17
\pi^- p,33,0.00027887850404652016,7
massive quantum,33,0.00027887850404652016,15
different schemes,33,0.00027887850404652016,17
two-particle correlation,33,0.00027887850404652016,24
detailed calculations,33,0.00027887850404652016,21
universal formula,33,0.00027887850404652016,17
pole structure,33,0.00027887850404652016,14
exponential suppression,33,0.00027887850404652016,23
secondary vertex,33,0.00027887850404652016,16
neutrino physics,33,0.00027887850404652016,16
relativistic dynamics,33,0.00027887850404652016,21
scalar charge,33,0.00027887850404652016,13
polyakov loops,33,0.00027887850404652016,14
arbitrary numbers,33,0.00027887850404652016,17
thermal plasma,33,0.00027887850404652016,14
two-point correlators,33,0.00027887850404652016,21
coupling expansion,33,0.00027887850404652016,18
straightforward way,33,0.00027887850404652016,19
non-commutative space,33,0.00027887850404652016,21
recent analyses,33,0.00027887850404652016,15
large momenta,33,0.00027887850404652016,13
higgs pair,33,0.00027887850404652016,10
relevant information,33,0.00027887850404652016,20
logarithmic term,33,0.00027887850404652016,16
long term,33,0.00027887850404652016,9
recent interest,33,0.00027887850404652016,15
initial values,33,0.00027887850404652016,14
non-abelian generalization,33,0.00027887850404652016,26
-meson production,33,0.00027887850404652016,17
magnetic properties,33,0.00027887850404652016,19
observed spectrum,33,0.00027887850404652016,17
doris ii,33,0.00027887850404652016,8
signal strengths,33,0.00027887850404652016,16
negative results,33,0.00027887850404652016,16
single quark,33,0.00027887850404652016,12
fb −1,33,0.00027887850404652016,5
unprecedented sensitivity,33,0.00027887850404652016,25
nn interaction,33,0.00027887850404652016,14
local dark,33,0.00027887850404652016,10
global anomalies,33,0.00027887850404652016,16
radiative breaking,33,0.00027887850404652016,18
wess-zumino action,33,0.00027887850404652016,18
electromagnetic potential,33,0.00027887850404652016,25
one-loop divergences,33,0.00027887850404652016,20
spin symmetry,33,0.00027887850404652016,13
analytic methods,33,0.00027887850404652016,16
light gravitino,33,0.00027887850404652016,15
gev protons,33,0.00027887850404652016,11
strong indication,33,0.00027887850404652016,17
large portion,33,0.00027887850404652016,13
conformal boundary,33,0.00027887850404652016,18
different gauges,33,0.00027887850404652016,16
fixed values,33,0.00027887850404652016,12
spectral curves,33,0.00027887850404652016,15
algebraic relations,33,0.00027887850404652016,19
numerical relativity,33,0.00027887850404652016,20
domain-wall fermion,33,0.00027887850404652016,19
derivative couplings,33,0.00027887850404652016,20
supernova explosion,33,0.00027887850404652016,19
particular type,33,0.00027887850404652016,15
gaussian wave,33,0.00027887850404652016,13
total widths,33,0.00027887850404652016,12
thorough analysis,33,0.00027887850404652016,17
sn1987a,52,0.0002772588722239781,7
time-dependent cp asymmetries,26,0.0002772588722239781,29
doubling,52,0.0002772588722239781,8
circularly,52,0.0002772588722239781,10
gauge-theory,52,0.0002772588722239781,12
damped,52,0.0002772588722239781,6
stabilized,52,0.0002772588722239781,10
low energy experiments,26,0.0002772588722239781,22
odd-dimensional,52,0.0002772588722239781,15
transition form factors,26,0.0002772588722239781,23
georgi-glashow,52,0.0002772588722239781,14
strong cp violation,26,0.0002772588722239781,19
reproduction,52,0.0002772588722239781,12
hypernuclear,52,0.0002772588722239781,12
\mu\mu,52,0.0002772588722239781,6
solver,52,0.0002772588722239781,6
k2k,52,0.0002772588722239781,3
solar neutrino fluxes,26,0.0002772588722239781,21
calorimetric,52,0.0002772588722239781,12
10-100,52,0.0002772588722239781,6
bohr,52,0.0002772588722239781,4
atrix,52,0.0002772588722239781,5
proportion,52,0.0002772588722239781,10
three-point qcd sum,26,0.0002772588722239781,19
protected,52,0.0002772588722239781,9
little string theory,26,0.0002772588722239781,20
spontaneous supersymmetry breaking,26,0.0002772588722239781,34
toolkit,52,0.0002772588722239781,7
tunnelling,52,0.0002772588722239781,10
unpolarized cross section,26,0.0002772588722239781,25
six-dimensions,52,0.0002772588722239781,14
meet,52,0.0002772588722239781,4
large-n_c,52,0.0002772588722239781,9
γp,52,0.0002772588722239781,2
standard model leptons,26,0.0002772588722239781,22
posterior,52,0.0002772588722239781,9
charm-quark,52,0.0002772588722239781,11
leading-logarithmic,52,0.0002772588722239781,19
tunnel,52,0.0002772588722239781,6
klein–gordon,52,0.0002772588722239781,12
psu,52,0.0002772588722239781,3
generalized parton distribution,26,0.0002772588722239781,31
x^,52,0.0002772588722239781,2
compensation,52,0.0002772588722239781,12
commutativity,52,0.0002772588722239781,13
available lattice data,26,0.0002772588722239781,22
aligned,52,0.0002772588722239781,7
negativity,52,0.0002772588722239781,10
mfv,52,0.0002772588722239781,3
\cos,52,0.0002772588722239781,4
light gauge boson,26,0.0002772588722239781,17
anti-de sitter spaces,26,0.0002772588722239781,21
spin-statistics,52,0.0002772588722239781,15
lq,52,0.0002772588722239781,2
drell–yan,52,0.0002772588722239781,9
avoids,52,0.0002772588722239781,6
ashtekar,52,0.0002772588722239781,8
chaplygin,52,0.0002772588722239781,9
low-frequency,52,0.0002772588722239781,13
π+,52,0.0002772588722239781,2
dominate,52,0.0002772588722239781,8
non-gravitational,52,0.0002772588722239781,17
correctness,52,0.0002772588722239781,11
anything,52,0.0002772588722239781,8
10^-3,52,0.0002772588722239781,5
partonic cross sections,26,0.0002772588722239781,23
bulk-boundary,52,0.0002772588722239781,13
gold,52,0.0002772588722239781,4
nonrelativistic quantum chromodynamics,26,0.0002772588722239781,38
cosmic ray spectrum,26,0.0002772588722239781,19
nearest-neighbor,52,0.0002772588722239781,16
cosmic ray experiments,26,0.0002772588722239781,22
ds/cft,52,0.0002772588722239781,6
k=1,52,0.0002772588722239781,3
non-integer,52,0.0002772588722239781,11
multiple parton interactions,26,0.0002772588722239781,28
agev,52,0.0002772588722239781,4
cosmic string spacetime,26,0.0002772588722239781,23
snd,52,0.0002772588722239781,3
third generation fermions,26,0.0002772588722239781,25
anti-de-sitter,52,0.0002772588722239781,14
low energy regime,26,0.0002772588722239781,17
hyper,52,0.0002772588722239781,5
kn,52,0.0002772588722239781,2
corresponding cross sections,26,0.0002772588722239781,28
higher order derivatives,26,0.0002772588722239781,24
landau gauge qcd,26,0.0002772588722239781,16
shifted,52,0.0002772588722239781,7
general gauge theories,26,0.0002772588722239781,22
doubly-charged,52,0.0002772588722239781,14
current lhc data,26,0.0002772588722239781,16
m\,52,0.0002772588722239781,2
higgs boson masses,26,0.0002772588722239781,18
essence,52,0.0002772588722239781,7
nova,52,0.0002772588722239781,4
astroparticle,52,0.0002772588722239781,13
pseudoscalar decay constants,26,0.0002772588722239781,28
higher-curvature,52,0.0002772588722239781,16
heavy quark spin symmetry,22,0.0002723664159503862,25
mass-shell,51,0.00027192697083505544,10
upward,51,0.00027192697083505544,6
\lambda_c^+,51,0.00027192697083505544,11
solvability,51,0.00027192697083505544,11
dimuons,51,0.00027192697083505544,7
crunch,51,0.00027192697083505544,6
staus,51,0.00027192697083505544,5
driven,51,0.00027192697083505544,6
fall-off,51,0.00027192697083505544,8
di,51,0.00027192697083505544,2
gso,51,0.00027192697083505544,3
tagger,51,0.00027192697083505544,6
up-,51,0.00027192697083505544,3
gb,51,0.00027192697083505544,2
n_1,51,0.00027192697083505544,3
fcc-ee,51,0.00027192697083505544,6
grading,51,0.00027192697083505544,7
anti-brst,51,0.00027192697083505544,9
beryllium,51,0.00027192697083505544,9
high-dimensional,51,0.00027192697083505544,16
multi-quark,51,0.00027192697083505544,11
computing,51,0.00027192697083505544,9
/\gamma,51,0.00027192697083505544,7
n=0,51,0.00027192697083505544,3
target-space,51,0.00027192697083505544,12
tetrahedron,51,0.00027192697083505544,11
dk,51,0.00027192697083505544,2
/γ,51,0.00027192697083505544,2
undetected,51,0.00027192697083505544,10
kaonic,51,0.00027192697083505544,6
denominator,51,0.00027192697083505544,11
pierre,51,0.00027192697083505544,6
u_a,51,0.00027192697083505544,3
fourfolds,51,0.00027192697083505544,9
pp-waves,51,0.00027192697083505544,8
v2,51,0.00027192697083505544,2
walking,51,0.00027192697083505544,7
gluing,51,0.00027192697083505544,6
ga,51,0.00027192697083505544,2
balitsky-kovchegov,51,0.00027192697083505544,18
timescales,51,0.00027192697083505544,10
semi-analytic,51,0.00027192697083505544,13
theo,51,0.00027192697083505544,4
advent,51,0.00027192697083505544,6
artefact,51,0.00027192697083505544,8
large-angle,51,0.00027192697083505544,11
four-vector,51,0.00027192697083505544,11
mock,51,0.00027192697083505544,4
=14,51,0.00027192697083505544,3
hler,51,0.00027192697083505544,4
pb–pb,51,0.00027192697083505544,5
wilczek,51,0.00027192697083505544,7
mass-degenerate,51,0.00027192697083505544,15
antiferromagnet,51,0.00027192697083505544,15
→∞,51,0.00027192697083505544,2
qm,51,0.00027192697083505544,2
\sigma_c,51,0.00027192697083505544,8
nondiagonal,51,0.00027192697083505544,11
superhorizon,51,0.00027192697083505544,12
characterisation,51,0.00027192697083505544,16
nonsymmetric,51,0.00027192697083505544,12
1+1-dimensional,51,0.00027192697083505544,15
zeroth,51,0.00027192697083505544,6
shrink,51,0.00027192697083505544,6
experimentalists,51,0.00027192697083505544,16
background-field,51,0.00027192697083505544,16
destruction,51,0.00027192697083505544,11
compression,51,0.00027192697083505544,11
\mp,51,0.00027192697083505544,3
ultrahigh-energy,51,0.00027192697083505544,16
systematical,51,0.00027192697083505544,12
five-loop,51,0.00027192697083505544,9
hartree-fock,51,0.00027192697083505544,12
anomalous terms,32,0.0002704276402875347,15
small contribution,32,0.0002704276402875347,18
schwarzschild spacetime,32,0.0002704276402875347,23
successful description,32,0.0002704276402875347,22
topological objects,32,0.0002704276402875347,19
generic case,32,0.0002704276402875347,12
supersymmetric qed,32,0.0002704276402875347,18
calabi-yau 3-folds,32,0.0002704276402875347,18
magnetic background,32,0.0002704276402875347,19
large q,32,0.0002704276402875347,7
different production,32,0.0002704276402875347,20
d0 collaboration,32,0.0002704276402875347,16
higgs decay,32,0.0002704276402875347,11
> d,32,0.0002704276402875347,3
mean number,32,0.0002704276402875347,11
physical theory,32,0.0002704276402875347,15
important contributions,32,0.0002704276402875347,23
classical model,32,0.0002704276402875347,15
initial singularity,32,0.0002704276402875347,19
dirac particle,32,0.0002704276402875347,14
potential terms,32,0.0002704276402875347,15
universal value,32,0.0002704276402875347,15
physical subspace,32,0.0002704276402875347,17
nuclear charge,32,0.0002704276402875347,14
static quark-antiquark,32,0.0002704276402875347,22
null vector,32,0.0002704276402875347,11
open issues,32,0.0002704276402875347,11
collinear divergences,32,0.0002704276402875347,21
't hooft,32,0.0002704276402875347,8
generalized version,32,0.0002704276402875347,19
weyl invariance,32,0.0002704276402875347,15
upgraded tevatron,32,0.0002704276402875347,17
various possibilities,32,0.0002704276402875347,21
pseudoscalar field,32,0.0002704276402875347,18
one-loop result,32,0.0002704276402875347,15
supersymmetric formulation,32,0.0002704276402875347,26
double trace,32,0.0002704276402875347,12
novel type,32,0.0002704276402875347,10
leptonic widths,32,0.0002704276402875347,15
several authors,32,0.0002704276402875347,15
p-pbar collisions,32,0.0002704276402875347,17
non-perturbative aspects,32,0.0002704276402875347,24
mean energy,32,0.0002704276402875347,11
other contributions,32,0.0002704276402875347,19
drell-yan lepton,32,0.0002704276402875347,16
hard gluon,32,0.0002704276402875347,10
next-to-leading-order qcd,32,0.0002704276402875347,25
non-zero values,32,0.0002704276402875347,15
adiabatic approximation,32,0.0002704276402875347,23
marginal deformation,32,0.0002704276402875347,20
-dimensional qed,32,0.0002704276402875347,16
various forms,32,0.0002704276402875347,13
fayet-iliopoulos term,32,0.0002704276402875347,21
basic parameters,32,0.0002704276402875347,16
light-front wavefunctions,32,0.0002704276402875347,25
equivalent photon,32,0.0002704276402875347,17
loop equations,32,0.0002704276402875347,14
weak-coupling expansion,32,0.0002704276402875347,23
three-loop level,32,0.0002704276402875347,16
wilsonian renormalization,32,0.0002704276402875347,25
complete basis,32,0.0002704276402875347,14
general su,32,0.0002704276402875347,10
anti-b0 mixing,32,0.0002704276402875347,14
first-class constraints,32,0.0002704276402875347,23
same analysis,32,0.0002704276402875347,13
certain types,32,0.0002704276402875347,13
simple structure,32,0.0002704276402875347,16
singular solutions,32,0.0002704276402875347,18
inflationary expansion,32,0.0002704276402875347,22
same symmetry,32,0.0002704276402875347,13
fixed-target experiment,32,0.0002704276402875347,23
conceptual design,32,0.0002704276402875347,17
super-kamiokande detector,32,0.0002704276402875347,25
perturbative effects,32,0.0002704276402875347,20
particular values,32,0.0002704276402875347,17
non-linear realization,32,0.0002704276402875347,22
axion-photon coupling,32,0.0002704276402875347,21
higher derivative,32,0.0002704276402875347,17
cosmological history,32,0.0002704276402875347,20
enhancement factor,32,0.0002704276402875347,18
hydrodynamic description,32,0.0002704276402875347,24
nonperturbative quantum,32,0.0002704276402875347,23
hard parton,32,0.0002704276402875347,11
ads_3 x,32,0.0002704276402875347,7
-dimensional minkowski,32,0.0002704276402875347,22
higgs-boson masses,32,0.0002704276402875347,18
up-type quark,32,0.0002704276402875347,13
precise relation,32,0.0002704276402875347,16
theoretical progress,32,0.0002704276402875347,20
main tool,32,0.0002704276402875347,9
mixing-induced cp,32,0.0002704276402875347,17
hadronic colliders,32,0.0002704276402875347,18
pole model,32,0.0002704276402875347,10
experimental input,32,0.0002704276402875347,18
quantum particle,32,0.0002704276402875347,16
relativistic model,32,0.0002704276402875347,18
secondary vertices,32,0.0002704276402875347,18
dimensional bulk,32,0.0002704276402875347,16
scalar degrees,32,0.0002704276402875347,14
nonperturbative dynamics,32,0.0002704276402875347,24
tachyonic instability,32,0.0002704276402875347,21
quark-antiquark bound,32,0.0002704276402875347,21
covariant way,32,0.0002704276402875347,13
minimal number,32,0.0002704276402875347,14
infrared divergent,32,0.0002704276402875347,18
analytic functions,32,0.0002704276402875347,18
pole position,32,0.0002704276402875347,13
\rm ev,32,0.0002704276402875347,6
concrete realization,32,0.0002704276402875347,20
analytical formula,32,0.0002704276402875347,18
weak dependence,32,0.0002704276402875347,15
nonlinear schrödinger,32,0.0002704276402875347,21
radiative seesaw,32,0.0002704276402875347,16
solar masses,32,0.0002704276402875347,12
dynamical variable,32,0.0002704276402875347,18
dual geometry,32,0.0002704276402875347,13
left-handed neutrino,32,0.0002704276402875347,20
classical su,32,0.0002704276402875347,12
quark-meson coupling,32,0.0002704276402875347,20
chaotic behavior,32,0.0002704276402875347,16
nambu-goto action,32,0.0002704276402875347,17
same structure,32,0.0002704276402875347,14
massless fields,32,0.0002704276402875347,15
self-adjoint extension,32,0.0002704276402875347,22
sixth order,32,0.0002704276402875347,11
d=4 supergravity,32,0.0002704276402875347,16
single transverse,32,0.0002704276402875347,17
scalar superfield,32,0.0002704276402875347,17
thermodynamic stability,32,0.0002704276402875347,23
gluon density,32,0.0002704276402875347,13
nuclear saturation,32,0.0002704276402875347,18
different parametrizations,32,0.0002704276402875347,26
large family,32,0.0002704276402875347,12
vortical effect,32,0.0002704276402875347,15
elastic electron,32,0.0002704276402875347,16
broken su,32,0.0002704276402875347,9
large couplings,32,0.0002704276402875347,15
sm fermions,32,0.0002704276402875347,11
fermionic formulation,32,0.0002704276402875347,21
classical vacuum,32,0.0002704276402875347,16
hartree approximation,32,0.0002704276402875347,21
static case,32,0.0002704276402875347,11
extra-dimensional models,32,0.0002704276402875347,24
spin polarization,32,0.0002704276402875347,17
nambu-goldstone modes,32,0.0002704276402875347,21
perturbative treatment,32,0.0002704276402875347,22
ordered phase,32,0.0002704276402875347,13
dominant production,32,0.0002704276402875347,19
gravitational form,32,0.0002704276402875347,18
batalin-vilkovisky formalism,32,0.0002704276402875347,28
reliable predictions,32,0.0002704276402875347,20
general model,32,0.0002704276402875347,13
late universe,32,0.0002704276402875347,13
tight constraints,32,0.0002704276402875347,17
minimum length,32,0.0002704276402875347,14
hamiltonian system,32,0.0002704276402875347,18
qcd medium,32,0.0002704276402875347,10
asymptotic structure,32,0.0002704276402875347,20
finite chemical,32,0.0002704276402875347,15
electroweak penguin,32,0.0002704276402875347,19
higher precision,32,0.0002704276402875347,16
two-loop amplitudes,32,0.0002704276402875347,19
nucleon resonance,32,0.0002704276402875347,17
exact value,32,0.0002704276402875347,11
observed pattern,32,0.0002704276402875347,16
two-loop qcd,32,0.0002704276402875347,12
p \to,32,0.0002704276402875347,5
light gluinos,32,0.0002704276402875347,13
solid state,32,0.0002704276402875347,11
non-zero mass,32,0.0002704276402875347,13
chiral partner,32,0.0002704276402875347,14
primordial density,32,0.0002704276402875347,18
functional equations,32,0.0002704276402875347,20
derivative interactions,32,0.0002704276402875347,23
additional constraint,32,0.0002704276402875347,21
coupled equations,32,0.0002704276402875347,17
peculiar features,32,0.0002704276402875347,17
narrow states,32,0.0002704276402875347,13
vacuum solutions,32,0.0002704276402875347,16
nlo accuracy,32,0.0002704276402875347,12
functional relations,32,0.0002704276402875347,20
large lattice,32,0.0002704276402875347,13
giant magnons,32,0.0002704276402875347,13
boundary stress,32,0.0002704276402875347,15
darboux,50,0.0002665950694461328,7
\widetilde,50,0.0002665950694461328,10
holographic qcd model,25,0.0002665950694461328,21
heavy quarkonium states,25,0.0002665950694461328,23
wilson-fisher,50,0.0002665950694461328,13
d2,50,0.0002665950694461328,2
column,50,0.0002665950694461328,6
reissner-nordström,50,0.0002665950694461328,18
high statistics data,25,0.0002665950694461328,20
two-fold,50,0.0002665950694461328,8
standard model couplings,25,0.0002665950694461328,24
baryon number violation,25,0.0002665950694461328,23
light cone sum,25,0.0002665950694461328,14
commissioning,50,0.0002665950694461328,13
stopping,50,0.0002665950694461328,8
perturbative qcd calculation,25,0.0002665950694461328,28
solar neutrino deficit,25,0.0002665950694461328,22
bottomonia,50,0.0002665950694461328,10
altarelli-parisi,50,0.0002665950694461328,16
intermediate mass higgs,25,0.0002665950694461328,23
s_4,50,0.0002665950694461328,3
boundary string field,25,0.0002665950694461328,21
non-abelian gauge group,25,0.0002665950694461328,23
dual parton model,25,0.0002665950694461328,17
classical field theories,25,0.0002665950694461328,24
contracting,50,0.0002665950694461328,11
maximal cp violation,25,0.0002665950694461328,20
leptophobic,50,0.0002665950694461328,11
april,50,0.0002665950694461328,5
qqq,50,0.0002665950694461328,3
black hole binaries,25,0.0002665950694461328,19
spinodal,50,0.0002665950694461328,8
gottfried sum rule,25,0.0002665950694461328,18
gordon,50,0.0002665950694461328,6
\mu_,50,0.0002665950694461328,4
micro,50,0.0002665950694461328,5
-\bar,50,0.0002665950694461328,5
stochastic perturbation theory,25,0.0002665950694461328,30
tunable,50,0.0002665950694461328,7
d+2,50,0.0002665950694461328,3
open quantum system,25,0.0002665950694461328,19
abelian-higgs,50,0.0002665950694461328,13
mellin-barnes,50,0.0002665950694461328,13
k+-,50,0.0002665950694461328,3
high energy qcd,25,0.0002665950694461328,15
born cross section,25,0.0002665950694461328,18
graphic,50,0.0002665950694461328,7
single-photon,50,0.0002665950694461328,13
paramagnetic,50,0.0002665950694461328,12
idealized,50,0.0002665950694461328,9
flexibility,50,0.0002665950694461328,11
hit,50,0.0002665950694461328,3
weak energy condition,25,0.0002665950694461328,21
multiple point principle,25,0.0002665950694461328,24
analyze,50,0.0002665950694461328,7
high energy behaviour,25,0.0002665950694461328,21
higher curvature terms,25,0.0002665950694461328,22
constant α s,25,0.0002665950694461328,12
/br,50,0.0002665950694461328,3
dimensional quantum field,25,0.0002665950694461328,25
multiple zeta values,25,0.0002665950694461328,20
neutral b mesons,25,0.0002665950694461328,16
lattice qcd results,25,0.0002665950694461328,19
utilized,50,0.0002665950694461328,8
shielding,50,0.0002665950694461328,9
lepton flavor violation,25,0.0002665950694461328,23
soft gluon radiation,25,0.0002665950694461328,20
leptonic mixing matrix,25,0.0002665950694461328,22
on-shell renormalization scheme,25,0.0002665950694461328,31
^\pm,50,0.0002665950694461328,4
integrable spin chain,25,0.0002665950694461328,21
equatorial,50,0.0002665950694461328,10
color-suppressed,50,0.0002665950694461328,16
diverge,50,0.0002665950694461328,7
octonionic,50,0.0002665950694461328,10
pomerons,50,0.0002665950694461328,8
pentagon,50,0.0002665950694461328,8
current neutrino oscillation,25,0.0002665950694461328,28
radiative b decays,25,0.0002665950694461328,18
fixed point structure,25,0.0002665950694461328,21
first order equations,25,0.0002665950694461328,21
gravitational form factors,25,0.0002665950694461328,26
corresponding cross section,25,0.0002665950694461328,27
default,50,0.0002665950694461328,7
-pair,50,0.0002665950694461328,5
continuous phase transition,25,0.0002665950694461328,27
pseudo-critical,50,0.0002665950694461328,15
e8,50,0.0002665950694461328,2
extra dimension model,25,0.0002665950694461328,21
high energy region,25,0.0002665950694461328,18
low mass region,25,0.0002665950694461328,15
current matrix elements,25,0.0002665950694461328,23
subregion,50,0.0002665950694461328,9
one-body,50,0.0002665950694461328,8
asymptotic bethe ansatz,25,0.0002665950694461328,23
next-to-next-to-next-to-leading,50,0.0002665950694461328,31
